model_name,x,y,speed,progress,thr,brk,rev
ppo_T1,379.46871699039974,515.3961899635477,116.46327680735178,101.20017130717713,1.0,0.0,0.0
ppo_T1,374.781940560648,515.4005063551994,117.16946043475106,105.41931298109341,1.0,0.0,0.0
ppo_T1,370.0669391520401,515.4046034741551,117.8750797177841,109.64204742599328,1.0,0.0,0.0
ppo_T1,365.32373534455905,515.4084924594679,118.58013504459036,115.9809902787091,1.0,0.0,0.0
ppo_T1,360.552351700124,515.4121838843267,119.28462680968076,120.20858548661076,1.0,0.0,0.0
ppo_T1,355.7528107626045,515.4156877848028,119.98855541322482,124.43640432264165,1.0,0.0,0.0
ppo_T1,350.925135057835,515.4190136871347,120.69192126041355,128.6636044346831,1.0,0.0,0.0
ppo_T1,346.11198815801174,515.4221636528258,120.32869826428147,135.00104219524738,0.0,0.0,0.0
ppo_T1,341.27071737570833,515.4251536002598,121.03179263981252,139.22221567612866,1.0,0.0,0.0
ppo_T1,336.40134521003074,515.4279916583642,121.73432481856092,143.4397245932658,1.0,0.0,0.0
ppo_T1,331.5038941420857,515.430685543117,122.43629522105343,149.76055255418882,1.0,0.0,0.0
ppo_T1,326.6583226230586,515.4331988944839,121.13930427131594,153.97316580271874,1.0,1.0,0.0
ppo_T1,321.8645891506344,515.4355433775896,119.84335114338141,158.18708413757426,1.0,1.0,0.0
ppo_T1,317.1226522555545,515.4377299257008,118.54843497995047,162.403968824581,1.0,1.0,0.0
ppo_T1,312.43247050160613,515.4397687850602,117.25455492756343,168.7361595658841,1.0,1.0,0.0
ppo_T1,307.7940024856102,515.4416695570279,115.9617101362334,172.9613747697306,1.0,1.0,0.0
ppo_T1,303.127270844027,515.4434737697796,116.66829975869965,177.18822578366905,1.0,0.0,0.0
ppo_T1,298.51223418186424,515.4451556348065,115.37592421562795,181.4154823025462,1.0,1.0,0.0
ppo_T1,293.9505860180384,515.4248531341839,114.04233359280278,185.6419541780242,1.0,1.0,0.0
ppo_T1,289.4421722944246,515.384280727918,112.7149070204869,191.97751903700703,1.0,1.0,0.0
ppo_T1,285.02937309484395,515.3278144486627,110.3290114173079,196.19703064305466,0.0,1.0,0.0
ppo_T1,280.5895513699887,515.253123413967,111.01124858308344,200.41299566420915,1.0,0.0,0.0
ppo_T1,276.165188975322,515.1639049993332,110.63154648666814,204.62640370840367,0.0,0.0,0.0
ppo_T1,271.836126564539,515.062602650442,108.25618782067764,208.83900874371307,0.0,1.0,0.0
ppo_T1,267.55967167899666,514.9475920457813,106.95002871453245,213.0528242676109,1.0,1.0,0.0
ppo_T1,263.2983175894142,514.8208712958619,106.58094583830851,217.2695436850437,0.0,0.0,0.0
ppo_T1,259.0893736083561,514.6825097092769,105.28043907917953,221.48995908678825,1.0,1.0,0.0
ppo_T1,254.93272303857654,514.5335618934268,103.98295957479968,225.7137592303495,1.0,1.0,0.0
ppo_T1,250.8282534469374,514.375014743185,102.68826560134634,229.93990489004847,1.0,1.0,0.0
ppo_T1,246.7758564708713,514.2077916417228,101.39614396419444,234.16718005825373,1.0,1.0,0.0
ppo_T1,242.69556070185666,514.0294340512058,102.10480214200797,238.39444690323938,1.0,0.0,0.0
ppo_T1,238.58735180414976,513.8403873893354,102.81390648752972,242.6205700321423,1.0,0.0,0.0
ppo_T1,234.53106774028768,513.6447723479696,101.52495275531395,246.84434681056783,1.0,1.0,0.0
ppo_T1,230.44677098180728,513.4394389819852,102.23637379413957,251.0647652056624,1.0,0.0,0.0
ppo_T1,226.37696778855462,513.2279897846093,101.8823119918283,253.1735813099119,0.0,0.0,0.0
ppo_T1,222.35892872975225,513.0117320772861,100.59636323582373,257.3887304257384,1.0,1.0,0.0
ppo_T1,218.323367680758,512.787848767197,101.04416335412427,261.60170331243944,1.0,0.0,1.0
ppo_T1,214.25965224703157,512.5557596626264,101.75844092373521,265.8143907026294,1.0,0.0,0.0
ppo_T1,210.16778059715318,512.3157613633064,102.47259628418666,270.0287964381487,1.0,0.0,0.0
ppo_T1,206.17003432026823,512.0763780507908,100.12267370786475,274.24643501245623,0.0,1.0,1.0
ppo_T1,202.266327689761,511.8378326977343,97.77470705188439,278.4678109627944,0.0,1.0,0.0
ppo_T1,198.45654937662698,511.6005850786866,95.4289566509103,282.6923865016374,0.0,1.0,0.0
ppo_T1,194.74059031001832,511.36506574211074,93.08538131271035,284.80554472533447,0.0,1.0,0.0
ppo_T1,190.99606077159487,511.1232601379879,93.80821997002391,289.0329359463087,1.0,0.0,0.0
ppo_T1,187.30273642224114,510.88053049567685,92.53229986329616,293.26104467674804,1.0,1.0,0.0
ppo_T1,183.70305474446474,510.6405998368274,90.19172253585386,297.48865304227627,0.0,1.0,0.0
